,County,Professional qualification,count,Level(s) teaching/ECE,Level(s) teaching/Primary (Lower Basic),Level(s) teaching/Junior Secondary (Upper Basic),Level(s) teaching/Senior High
665,Nimba,No teaching certificate,Tappita 2,6.0,16.0,3.0,0.0
666,Nimba,No teaching certificate,Tuwah River,18.0,23.0,7.0,0.0
667,Nimba,No teaching certificate,Yarpea Mah,2.0,8.0,0.0,0.0
668,Nimba,No teaching certificate,Yarwein Mensonoh,10.0,17.0,2.0,0.0
669,Nimba,No teaching certificate,Zoe-Geh,27.0,37.0,5.0,2.0
670,Nimba,Pre-service B Certificate,Bain- Garr 2,1.0,5.0,7.0,1.0
671,Nimba,Pre-service B Certificate,Bain-Garr 1,1.0,11.0,7.0,0.0
672,Nimba,Pre-service B Certificate,Buuyao,0.0,10.0,7.0,0.0
673,Nimba,Pre-service B Certificate,Gbelay-Geh,0.0,2.0,1.0,1.0
674,Nimba,Pre-service B Certificate,Saclepea 1,3.0,10.0,6.0,1.0
675,Nimba,Pre-service B Certificate,Sanniquellie Mah,4.0,10.0,11.0,0.0
676,Nimba,Pre-service B Certificate,Tappita 1,1.0,4.0,4.0,3.0
677,Nimba,Pre-service B Certificate,Tappita 2,1.0,1.0,0.0,0.0
678,Nimba,Pre-service B Certificate,Tuwah River,2.0,4.0,3.0,0.0
679,Nimba,Pre-service B Certificate,Yarwein Mensonoh,3.0,3.0,3.0,0.0
680,Nimba,Pre-service B Certificate,Zoe-Geh,0.0,3.0,11.0,0.0
681,Nimba,Pre-service C Certificate,Bain- Garr 2,25.0,53.0,15.0,2.0
682,Nimba,Pre-service C Certificate,Bain-Garr 1,44.0,87.0,31.0,6.0
683,Nimba,Pre-service C Certificate,Buuyao,23.0,52.0,12.0,0.0
684,Nimba,Pre-service C Certificate,Gbelay-Geh,14.0,27.0,10.0,1.0
685,Nimba,Pre-service C Certificate,Saclepea 1,48.0,132.0,28.0,3.0
686,Nimba,Pre-service C Certificate,Sanniquellie Mah,25.0,102.0,43.0,3.0
687,Nimba,Pre-service C Certificate,Tappita 1,23.0,70.0,24.0,11.0
688,Nimba,Pre-service C Certificate,Tappita 2,15.0,42.0,26.0,2.0
689,Nimba,Pre-service C Certificate,Tuwah River,38.0,80.0,11.0,0.0
690,Nimba,Pre-service C Certificate,Yarpea Mah,14.0,43.0,15.0,0.0
691,Nimba,Pre-service C Certificate,Yarwein Mensonoh,6.0,22.0,2.0,0.0
692,Nimba,Pre-service C Certificate,Zoe-Geh,29.0,67.0,22.0,0.0
693,River Gee,AA Certificate,Gbeapo,0.0,1.0,2.0,0.0
694,River Gee,AA Certificate,Putupo,0.0,8.0,4.0,1.0
695,River Gee,B.Sc. in Education,Gbeapo,2.0,4.0,0.0,0.0
696,River Gee,B.Sc. in Education,Putupo,0.0,4.0,1.0,7.0
697,River Gee,B.Sc. in Education,Webbo,0.0,0.0,0.0,6.0
698,River Gee,In-service B Certificate,Gbeapo,1.0,4.0,6.0,0.0
699,River Gee,In-service B Certificate,Putupo,0.0,1.0,1.0,0.0
700,River Gee,In-service B Certificate,Sarbo,2.0,2.0,2.0,0.0
701,River Gee,In-service B Certificate,Tienpo,0.0,2.0,1.0,0.0
702,River Gee,In-service B Certificate,Webbo,0.0,0.0,1.0,0.0
703,River Gee,In-service C Certificate,Chedepo,15.0,16.0,3.0,0.0
704,River Gee,In-service C Certificate,Gbeapo,15.0,61.0,20.0,0.0
705,River Gee,In-service C Certificate,Putupo,4.0,10.0,1.0,0.0
706,River Gee,In-service C Certificate,Sarbo,5.0,14.0,6.0,0.0
707,River Gee,In-service C Certificate,Tienpo,9.0,25.0,1.0,0.0
708,River Gee,In-service C Certificate,Webbo,19.0,30.0,3.0,0.0
709,River Gee,No teaching certificate,Gbeapo,19.0,17.0,2.0,0.0
710,River Gee,No teaching certificate,Putupo,0.0,0.0,2.0,1.0
711,River Gee,No teaching certificate,Sarbo,8.0,7.0,0.0,0.0
712,River Gee,No teaching certificate,Tienpo,9.0,6.0,0.0,0.0
713,River Gee,No teaching certificate,Webbo,46.0,47.0,0.0,0.0
714,River Gee,Pre-service B Certificate,Gbeapo,0.0,1.0,3.0,0.0
715,River Gee,Pre-service B Certificate,Webbo,0.0,1.0,0.0,0.0
716,River Gee,Pre-service C Certificate,Chedepo,9.0,15.0,2.0,0.0
717,River Gee,Pre-service C Certificate,Gbeapo,11.0,25.0,9.0,1.0
718,River Gee,Pre-service C Certificate,Putupo,1.0,1.0,0.0,0.0
719,River Gee,Pre-service C Certificate,Sarbo,1.0,10.0,2.0,0.0
720,River Gee,Pre-service C Certificate,Tienpo,2.0,5.0,2.0,0.0
721,River Gee,Pre-service C Certificate,Webbo,12.0,28.0,6.0,0.0
722,Rivercess,AA Certificate,Central Rivercess 1,0.0,1.0,1.0,0.0
723,Rivercess,AA Certificate,Timobo,1.0,2.0,4.0,1.0
724,Rivercess,AA Certificate,Yarnee,1.0,2.0,2.0,0.0
725,Rivercess,B.Sc. in Education,Central Rivercess 1,0.0,0.0,2.0,0.0
726,Rivercess,B.Sc. in Education,Timobo,0.0,1.0,2.0,3.0
727,Rivercess,In-service B Certificate,Central Rivercess 1,0.0,0.0,2.0,0.0
728,Rivercess,In-service B Certificate,Timobo,0.0,2.0,2.0,0.0
729,Rivercess,In-service B Certificate,Yarnee,0.0,1.0,1.0,0.0
730,Rivercess,In-service C Certificate,Central Rivercess 1,1.0,7.0,0.0,0.0
731,Rivercess,In-service C Certificate,Central Rivercess 2,1.0,0.0,0.0,0.0
732,Rivercess,In-service C Certificate,Morwah,0.0,0.0,0.0,0.0
733,Rivercess,In-service C Certificate,Timobo,2.0,11.0,2.0,0.0
734,Rivercess,In-service C Certificate,Yarnee,14.0,18.0,7.0,0.0
735,Rivercess,No teaching certificate,Central Rivercess 1,11.0,22.0,2.0,0.0
736,Rivercess,No teaching certificate,Central Rivercess 2,5.0,7.0,0.0,0.0
737,Rivercess,No teaching certificate,Timobo,3.0,8.0,0.0,0.0
738,Rivercess,No teaching certificate,Yarnee,8.0,11.0,1.0,0.0
739,Rivercess,Pre-service B Certificate,Timobo,2.0,2.0,0.0,0.0
740,Rivercess,Pre-service C Certificate,Central Rivercess 1,4.0,5.0,0.0,0.0
741,Rivercess,Pre-service C Certificate,Central Rivercess 2,0.0,1.0,0.0,0.0
742,Rivercess,Pre-service C Certificate,Morwah,1.0,1.0,0.0,0.0
743,Rivercess,Pre-service C Certificate,Timobo,4.0,6.0,0.0,0.0
744,Rivercess,Pre-service C Certificate,Yarnee,12.0,12.0,3.0,0.0
745,Sinoe,AA Certificate,Butaw,1.0,5.0,4.0,0.0
746,Sinoe,AA Certificate,Central Kpanyan,0.0,1.0,4.0,2.0
747,Sinoe,AA Certificate,Greenville,2.0,17.0,26.0,3.0
748,Sinoe,AA Certificate,Jeadea,0.0,4.0,5.0,0.0
749,Sinoe,AA Certificate,Juarzon,0.0,3.0,7.0,4.0
750,Sinoe,AA Certificate,Lower Kpanyan,0.0,2.0,1.0,1.0
751,Sinoe,AA Certificate,Tarjuwon,0.0,1.0,0.0,0.0
752,Sinoe,B.Sc. in Education,Butaw,0.0,1.0,0.0,0.0
753,Sinoe,B.Sc. in Education,Central Kpanyan,0.0,1.0,4.0,5.0
754,Sinoe,B.Sc. in Education,Greenville,1.0,1.0,13.0,22.0
755,Sinoe,B.Sc. in Education,Juarzon,0.0,1.0,6.0,8.0
756,Sinoe,B.Sc. in Education,Lower Kpanyan,0.0,1.0,6.0,0.0
757,Sinoe,B.Sc. in Education,Tarjuwon,0.0,6.0,9.0,7.0
758,Sinoe,In-service B Certificate,Greenville,1.0,4.0,3.0,0.0
759,Sinoe,In-service B Certificate,Jeadea,0.0,5.0,5.0,0.0
760,Sinoe,In-service B Certificate,Juarzon,0.0,1.0,1.0,0.0
761,Sinoe,In-service B Certificate,Lower Kpanyan,1.0,1.0,0.0,0.0
762,Sinoe,In-service B Certificate,Upper Kpanyan,0.0,1.0,2.0,0.0
763,Sinoe,In-service C Certificate,Butaw,7.0,12.0,0.0,0.0
764,Sinoe,In-service C Certificate,Central Kpanyan,9.0,20.0,5.0,0.0
765,Sinoe,In-service C Certificate,Greenville,15.0,55.0,32.0,1.0
766,Sinoe,In-service C Certificate,Jeadea,14.0,41.0,13.0,0.0
767,Sinoe,In-service C Certificate,Juarzon,19.0,50.0,6.0,0.0
768,Sinoe,In-service C Certificate,Lower Kpanyan,26.0,34.0,8.0,1.0
769,Sinoe,In-service C Certificate,Tarjuwon,5.0,21.0,6.0,0.0
770,Sinoe,In-service C Certificate,Upper Kpanyan,8.0,36.0,4.0,0.0
771,Sinoe,M.Sc. in Education,Greenville,0.0,0.0,0.0,2.0
772,Sinoe,No teaching certificate,Butaw,5.0,7.0,1.0,0.0
773,Sinoe,No teaching certificate,Central Kpanyan,21.0,21.0,4.0,0.0
774,Sinoe,No teaching certificate,Greenville,33.0,50.0,17.0,11.0
775,Sinoe,No teaching certificate,Jeadea,29.0,26.0,2.0,0.0
776,Sinoe,No teaching certificate,Juarzon,28.0,21.0,1.0,1.0
777,Sinoe,No teaching certificate,Lower Kpanyan,40.0,43.0,5.0,0.0
778,Sinoe,No teaching certificate,Tarjuwon,11.0,21.0,1.0,0.0
779,Sinoe,No teaching certificate,Upper Kpanyan,36.0,38.0,0.0,0.0
780,Sinoe,Pre-service B Certificate,Butaw,0.0,1.0,1.0,0.0
781,Sinoe,Pre-service B Certificate,Greenville,1.0,9.0,9.0,1.0
782,Sinoe,Pre-service B Certificate,Jeadea,0.0,3.0,3.0,0.0
783,Sinoe,Pre-service B Certificate,Juarzon,0.0,0.0,1.0,0.0
784,Sinoe,Pre-service B Certificate,Lower Kpanyan,0.0,1.0,1.0,0.0
785,Sinoe,Pre-service B Certificate,Tarjuwon,0.0,1.0,2.0,0.0
786,Sinoe,Pre-service B Certificate,Upper Kpanyan,1.0,1.0,2.0,0.0
787,Sinoe,Pre-service C Certificate,Butaw,10.0,19.0,3.0,0.0
788,Sinoe,Pre-service C Certificate,Central Kpanyan,1.0,3.0,0.0,0.0
789,Sinoe,Pre-service C Certificate,Greenville,10.0,42.0,20.0,0.0
790,Sinoe,Pre-service C Certificate,Jeadea,9.0,24.0,10.0,0.0
791,Sinoe,Pre-service C Certificate,Juarzon,1.0,20.0,10.0,0.0
792,Sinoe,Pre-service C Certificate,Lower Kpanyan,11.0,25.0,10.0,0.0
793,Sinoe,Pre-service C Certificate,Tarjuwon,10.0,26.0,6.0,0.0
794,Sinoe,Pre-service C Certificate,Upper Kpanyan,5.0,20.0,3.0,0.0
